City,Country,Latitude,Longitude,Distance,City Code
Buri Ram,Thailand,14.9942,103.1022,11414.24539,6477
Bretigny-sur-Orge,France,48.6114,2.3059,5410.002294,6478
Mons-en-Baroeul,France,50.6369,3.1103,5638.382552,6479
Olgiy,Mongolia,48.9656,89.9632,10005.07211,6480
Dollis Hill,United Kingdom,51.5641,-0.2341,5733.831816,6481
Wellington,United Kingdom,52.7001,-2.5157,5864.786096,6482
Sao Lourenco do Sul,Brazil,-31.37,-51.98,6479.587646,6483
Sucy-en-Brie,France,48.7697,2.5228,5428.469393,6484
Pimenta Bueno,Brazil,-11.64,-61.21,6878.168835,6485
Saint-Gratien,France,48.9719,2.2828,5449.942204,6486
Mendefera,Eritrea,14.8833,38.8167,4575.51822,6487
Consett,United Kingdom,54.85,-1.83,6101.460564,6488
Droylsden,United Kingdom,53.4828,-2.1582,5950.489481,6489
Nutley,United States,40.8192,-74.1571,8681.931039,6490
Otjiwarongo,Namibia,-20.4642,16.6528,2908.485237,6491
Vichy,France,46.1278,3.4267,5140.229833,6492
Shamokin,United States,40.7883,-76.555,8880.299708,6493
Tapiales,Argentina,-34.7058,-58.5047,7179.492923,6494
Kocani,Macedonia,41.9167,22.4125,5174.592886,6495
Englewood,United States,40.8917,-73.9736,8668.240121,6496
Mitu,Colombia,1.2503,-70.235,7810.48867,6497
Pires do Rio,Brazil,-17.2995,-48.28,5621.174739,6498
Lapa,Brazil,-25.76,-49.73,6048.893792,6499
Balham,United Kingdom,51.4434,-0.1525,5720.386083,6500
Harborne,United Kingdom,52.46,-1.95,5836.245962,6501
Shenley Brook End,United Kingdom,52.009,-0.789,5783.733085,6502
Winchester,United States,36.1368,-115.1299,12238.14518,6503
Ouesso,Congo (Brazzaville),1.6167,16.05,1793.511354,6504
Alencon,France,48.4306,0.0931,5385.360276,6505
Burbank,United States,41.7444,-87.7686,9822.647197,6506
Bloxwich,United Kingdom,52.614,-2.004,5853.51286,6507
Caxito,Angola,-8.6467,13.6642,1793.17807,6508
Upminster,United Kingdom,51.5557,0.2512,5732.904164,6509
Vevey,Switzerland,46.4667,6.85,5210.042105,6510
Itambe,Brazil,-15.2396,-40.63,4773.173866,6511
Tixtla de Guerrero,Mexico,17.5667,-99.4,11003.85804,6512
Santa Maria da Vitoria,Brazil,-13.39,-44.21,5091.603098,6513
Popondetta,Papua New Guinea,-8.7656,148.2347,16364.89046,6514
Drexel Hill,United States,39.9495,-75.3039,8760.733148,6515
Littleover,United Kingdom,52.906,-1.505,5884.666956,6516
Le Bouscat,France,44.8651,-0.5996,4989.229285,6517
Fleetwood,United Kingdom,53.923,-3.015,6002.516063,6518
Highgate,United Kingdom,51.5716,-0.1448,5734.639734,6519
Market Harborough,United Kingdom,52.4775,-0.9206,5835.988768,6520
Aldama,Mexico,28.8386,-105.9111,11552.86634,6521
Champs-Sur-Marne,France,48.8529,2.6027,5438.05206,6522
Qazax,Azerbaijan,41.0933,45.3661,6452.682292,6523
Deuil-la-Barre,France,48.9767,2.3272,5450.647856,6524
Elancourt,France,48.7847,1.9589,5427.988285,6525
Losino-Petrovskiy,Russia,55.8667,38.2,7098.263157,6526
Oadby,United Kingdom,52.5987,-1.0763,5849.693774,6527
Hamar,Norway,60.7945,11.068,6826.239082,6528
Melrose,United States,42.4556,-71.059,8466.986257,6529
Ocatlan,Mexico,19.3167,-98.2283,10870.88802,6530
Renens,Switzerland,46.5353,6.5897,5214.377179,6531
Erdington,United Kingdom,52.5236,-1.8378,5842.995587,6532
Mililani Town,United States,21.4465,-158.0147,16642.18647,6533
Le Grand-Quevilly,France,49.4072,1.0531,5494.870189,6534
Jonava,Lithuania,55.0722,24.2806,6509.529752,6535
Bongor,Chad,10.2806,15.3722,2048.693033,6536
Mongo,Chad,12.1837,18.7,2468.50113,6537
La Madeleine,France,50.6558,3.071,5640.286047,6538
Penarth,United Kingdom,51.43,-3.17,5726.648255,6539
Acomb,United Kingdom,53.955,-1.126,6000.546562,6540
Dunleary,Ireland,53.3,-6.14,5954.015831,6541
Koulikoro,Mali,12.8833,-7.55,1656.86569,6542
Bethune,France,50.5303,2.6408,5624.403323,6543
Neuilly-Plaisance,France,48.8619,2.5064,5438.634421,6544
Don Bosco,Argentina,-34.7,-58.2833,7160.178231,6545
Tantoyuca,Mexico,21.35,-98.2333,10860.05912,6546
Isla Vista,United States,34.4144,-119.8581,12704.26708,6547
Portishead,United Kingdom,51.484,-2.7626,5730.773692,6548
Tepetlaoxtoc,Mexico,19.5731,-98.8203,10931.46391,6549
Kicevo,Macedonia,41.5142,20.9631,5074.463063,6550
Koper,Slovenia,45.5475,13.7307,5241.017538,6551
Rehoboth,Namibia,-23.3167,17.0833,3182.503868,6552
Ciudad Altamirano,Mexico,18.3583,-100.6667,11132.84751,6553
Caversham,United Kingdom,51.467,-0.973,5723.723922,6554
Kings Norton,United Kingdom,52.4072,-1.9272,5830.314143,6555
Imperial Beach,United States,32.5689,-117.1184,12519.80803,6556
Magdalena de Kino,Mexico,30.6167,-111.05,12009.93459,6557
Al Ghayzah,Yemen,16.2394,52.1638,5995.617797,6558
Shtime,Kosovo,42.4333,21.0333,5165.991758,6559
Hackney,United Kingdom,51.5414,-0.0266,5731.265978,6560
Velenje,Slovenia,46.3667,15.1167,5362.870964,6561
Bishopbriggs,United Kingdom,55.9046,-4.225,6228.154744,6562
Piastow,Poland,52.1833,20.85,6120.441235,6563
Bergenfield,United States,40.9236,-73.9983,8670.935381,6564
Thornaby on Tees,United Kingdom,54.5556,-1.3049,6067.612436,6565
Stalybridge,United Kingdom,53.4834,-2.04,5950.199808,6566
Cerro Azul,Mexico,21.2,-97.7331,10809.14352,6567
Kingswinford,United Kingdom,52.4981,-2.1657,5841.139355,6568
Easton,United States,40.6858,-75.2209,8767.533148,6569
Priboj,Serbia,43.5816,19.5273,5219.915836,6570
Xoxocotla,Mexico,18.685,-99.2439,10981.04176,6571
West Whittier-Los Nietos,United States,33.9759,-118.0689,12561.62242,6572
Indiana,United States,40.622,-79.1552,9094.779238,6573
Farnley,United Kingdom,53.7876,-1.6159,5982.891824,6574
Sensuntepeque,El Salvador,13.88,-88.63,9859.867378,6575
Orly,France,48.7439,2.3928,5425.062036,6576
Siliana,Tunisia,36.0833,9.3833,4127.910079,6577
Catio,Guinea-Bissau,11.2833,-15.25,2100.561125,6578
La Union,El Salvador,13.332,-87.839,9773.940101,6579
Chapala,Mexico,20.2933,-103.1897,11381.89283,6580
Weingarten,Germany,47.8078,9.6417,5397.214421,6581
Maywood,United States,33.9885,-118.1877,12571.71687,6582
Cormeilles-en-Parisis,France,48.9739,2.2014,5449.856359,6583
Belmont,United States,37.5154,-122.2955,12795.93189,6584
Reisterstown,United States,39.4552,-76.8144,8879.753523,6585
Alfreton,United Kingdom,53.097,-1.38,5905.631462,6586
Maisons-Laffitte,France,48.9469,2.1456,5446.65309,6587
Atlatlahucan,Mexico,18.935,-98.9,10943.46198,6588
Rolim de Moura,Brazil,-11.7302,-61.7806,6941.027168,6589
Elgin,United Kingdom,57.65,-3.315,6417.275577,6590
Itaberai,Brazil,-16.02,-49.81,5744.967495,6591
Koscian,Poland,52.0833,16.65,5997.051727,6592
Nola,Central African Republic,3.5337,16.0666,1828.151421,6593
La Valette-du-Var,France,43.1383,5.9831,4833.786829,6594
Kiryas Joel,United States,41.3406,-74.166,8693.289615,6595
Lemon Grove,United States,32.7331,-117.0344,12507.37202,6596
Lindenhurst,United States,40.6858,-73.371,8614.10809,6597
Meoqui,Mexico,28.2722,-105.4819,11519.70492,6598
Felixstowe,United Kingdom,51.9639,1.3515,5779.632706,6599
Ocampo,Mexico,21.65,-101.5,11195.21559,6600
Bayanhongor,Mongolia,46.1944,100.7181,10830.23485,6601
Blenheim,New Zealand,-41.5167,173.95,15359.02738,6602
Moyo,Uganda,3.6504,31.72,3548.036919,6603
Camborne,United Kingdom,50.213,-5.3,5606.201256,6604
Voinjama,Liberia,8.4167,-9.75,1429.295386,6605
Nakhon Phanom,Thailand,17.4069,104.7808,11574.47985,6606
Atherton,United Kingdom,53.523,-2.495,5956.078261,6607
Meyrin,Switzerland,46.2322,6.0791,5175.12713,6608
Utena,Lithuania,55.5,25.6028,6592.158105,6609
Stanmore,United Kingdom,51.618,-0.314,5739.858929,6610
Valmiera,Latvia,57.5381,25.4231,6783.382435,6611
Suphan Buri,Thailand,14.4675,100.1169,11096.69988,6612
Failsworth,United Kingdom,53.5102,-2.1575,5953.530777,6613
Torcy,France,48.8502,2.6508,5437.966411,6614
Dongola,Sudan,19.1769,30.4839,3949.308687,6615
Mendi,Papua New Guinea,-6.1478,143.6572,15924.75428,6616
Viseu,Brazil,-1.1965,-46.14,5131.979055,6617
Ulaangom,Mongolia,49.9833,92.0667,10155.51109,6618
University Park,United States,25.7469,-80.3684,9043.943369,6619
Rodez,France,44.3506,2.575,4938.244936,6620
Whitefield,United Kingdom,53.5521,-2.2992,5958.637133,6621
Apodi,Brazil,-5.65,-37.8,4243.001946,6622
Belper,United Kingdom,53.029,-1.475,5898.271541,6623
Oxkutzkab,Mexico,20.3028,-89.4183,9947.093899,6624
Soledad,United States,36.4432,-121.3426,12758.32331,6625
Gjirokaster,Albania,40.0758,20.1389,4901.203729,6626
Lormont,France,44.8792,-0.5217,4990.71188,6627
Chaville,France,48.8086,2.1886,5431.451635,6628
Malinalco,Mexico,18.9483,-99.4947,11005.84624,6629
Cliffside Park,United States,40.8221,-73.988,8668.001793,6630
Eirunepe,Brazil,-6.66,-69.8738,7785.527645,6631
Svay Rieng,Cambodia,11.0878,105.7994,11730.98314,6632
Leisure City,United States,25.4937,-80.4369,9048.740083,6633
Sumbe,Angola,-11.2052,13.8417,1972.587869,6634
Bajina Basta,Serbia,43.9731,19.5597,5259.836418,6635
Heroica Ciudad de Tlaxiaco,Mexico,17.2704,-97.68,10823.03438,6636
Belmont,United States,42.396,-71.1795,8475.133795,6637
Clevedon,United Kingdom,51.438,-2.854,5726.064988,6638
Sainte-Therese,Canada,45.6333,-73.85,8760.636812,6639
Hovd,Mongolia,48.0167,91.5667,10124.28397,6640
Le Petit-Quevilly,France,49.4311,1.0539,5497.528427,6641
Castanos,Mexico,26.7833,-101.4167,11139.52712,6642
Fontaine,France,45.1939,5.6856,5056.496781,6643
Calilabad,Azerbaijan,39.2042,48.4958,6572.026227,6644
Litherland,United Kingdom,53.4727,-2.999,5952.48143,6645
Chandlers Ford,United Kingdom,50.984,-1.3792,5670.779426,6646
Nango,Japan,34.6003,135.6956,14020.95741,6647
Jardim,Brazil,-21.4799,-56.15,6536.120543,6648
Amnat Charoen,Thailand,15.85,104.6333,11571.77635,6649
Morsang-sur-Orge,France,48.6618,2.3461,5415.758085,6650
Montgeron,France,48.7039,2.4605,5420.900791,6651
Itupiranga,Brazil,-5.12,-49.3,5503.861137,6652
Croix,France,50.6781,3.1508,5643.153871,6653
Penwortham,United Kingdom,53.74,-2.72,5981.007248,6654
Szczytno,Poland,53.5628,20.9853,6262.689423,6655
El Tarf,Algeria,36.7669,8.3136,4177.159012,6656
Atoyac de Alvarez,Mexico,17.2,-100.4333,11115.48749,6657
Nar'yan-Mar,Russia,67.6378,53.0067,8536.15594,6658
Kidsgrove,United Kingdom,53.0874,-2.2478,5906.858136,6659
Ewa Gentry,United States,21.3344,-158.0262,16651.42729,6660
Onex,Switzerland,46.1833,6.1,5169.983156,6661
San Juan Zitlaltepec,Mexico,19.7167,-99.05,10954.64284,6662
San Marcos,Guatemala,14.966,-91.8,10201.12223,6663
Baturite,Brazil,-4.3296,-38.88,4345.851215,6664
Zwedru,Liberia,6.0704,-8.13,1126.878384,6665
Decatur,United States,33.7711,-84.2968,9480.85623,6666
Tipasa,Algeria,36.5942,2.443,4076.969155,6667
Kafr Shukr,Egypt,30.547,31.2673,4736.734663,6668
South Bradenton,United States,27.4612,-82.5821,9276.28648,6669
Laurel,United States,39.095,-76.8622,8877.958476,6670
Guiseley,United Kingdom,53.875,-1.706,5992.816449,6671
Fray Bentos,Uruguay,-33.1333,-58.3,7104.860052,6672
Loos,France,50.6128,3.0144,5635.242007,6673
Northwood,United Kingdom,51.601,-0.4176,5738.026912,6674
Longjumeau,France,48.6943,2.2958,5419.167725,6675
Artashat,Armenia,39.9539,44.5506,6325.807201,6676
Swinton,United Kingdom,53.5122,-2.3412,5954.34566,6677
El Cerrito,United States,37.9197,-122.3025,12780.29036,6678
At Tafilah,Jordan,30.8375,35.6042,5084.419754,6679
Penistone,United Kingdom,53.525,-1.629,5953.739785,6680
Kerkyra,Greece,39.6239,19.9214,4848.345865,6681
Holborn,United Kingdom,51.5172,-0.1182,5728.585235,6682
Ossett,United Kingdom,53.68,-1.58,5970.852494,6683
Dronfield,United Kingdom,53.3024,-1.4664,5928.638877,6684
Sainte-Foy-les-Lyon,France,45.73,4.8,5106.799434,6685
San Lorenzo,United States,37.6737,-122.1349,12776.4082,6686
Canelones,Uruguay,-34.538,-56.284,6982.140471,6687
Puyo,Ecuador,-1.483,-77.987,8672.399323,6688
Friern Barnet,United Kingdom,51.6126,-0.1584,5739.201971,6689
Kafr Qasim,Israel,32.1142,34.9772,5120.843082,6690
South Pasadena,United States,34.1103,-118.1573,12565.14376,6691
Kenilworth,United Kingdom,52.341,-1.566,5822.015025,6692
Lambarene,Gabon,-0.6883,10.2319,1140.303893,6693
Maesteg,United Kingdom,51.61,-3.65,5749.126439,6694
Valinda,United States,34.0401,-117.93,12547.31515,6695
Visby,Sweden,57.629,18.3071,6610.599996,6696
Montigny-les-Metz,France,49.1006,6.1539,5491.588198,6697
Ban Khlong Ton Madua,Thailand,13.6372,100.2967,11120.10828,6698
Coral Terrace,United States,25.7464,-80.3049,9037.596559,6699
Paracuru,Brazil,-3.3995,-39.04,4354.949536,6700
Mohale's Hoek,Lesotho,-30.159,27.48,4437.623498,6701
Levittown,Puerto Rico,18.4454,-66.1759,7502.404909,6702
Palm Springs,United States,26.6349,-80.0968,9024.402397,6703
Vukovar,Croatia,45.35,19.0033,5377.291562,6704
Wewak,Papua New Guinea,-3.55,143.6333,15955.06477,6705
Sheldon,United Kingdom,52.45,-1.7666,5834.626806,6706
Baldwin,United States,40.6634,-73.6104,8633.458879,6707
Haci Zeynalabdin,Azerbaijan,40.6242,49.5575,6727.981583,6708
Juneau,United States,58.4546,-134.1739,12385.26679,6709
Santiago Ixcuintla,Mexico,21.811,-105.2079,11575.17278,6710
Normanton,United Kingdom,53.697,-1.416,5972.391571,6711
Kaga Bandoro,Central African Republic,7.0006,19.1808,2265.439231,6712
Tbeng Meanchey,Cambodia,13.8167,104.9667,11622.78405,6713
Portalegre,Portugal,39.3167,-7.4167,4436.597308,6714
University Park,United States,32.8506,-96.7937,10641.95637,6715
Bispham,United Kingdom,53.852,-3.041,5994.749259,6716
Cloverleaf,United States,29.7882,-95.1724,10506.75111,6717
Le Plessis-Trevise,France,48.8111,2.5717,5433.276404,6718
Ptuj,Slovenia,46.4186,15.8714,5388.954758,6719
Krathum Baen,Thailand,13.6519,100.2572,11115.774,6720
Riverbank,United States,37.7268,-120.9402,12675.92526,6721
Tassin-la-Demi-Lune,France,45.764,4.78,5110.3742,6722
Stratton Saint Margaret,United Kingdom,51.586,-1.762,5738.613312,6723
Lincolnia,United States,38.8158,-77.1543,8898.498179,6724
Kanmaki,Japan,34.5628,135.7167,14024.72396,6725
March,United Kingdom,52.551,0.088,5843.536,6726
Tequixquiac,Mexico,19.9097,-99.1417,10963.059,6727
Melrose Park,United States,41.9029,-87.8642,9831.014447,6728
Kasamatsucho,Japan,35.3672,136.7633,14060.62748,6729
Suhbaatar,Mongolia,50.2364,106.2064,11151.24613,6730
Reyes Acozac,Mexico,19.7667,-98.9833,10947.37433,6731
Baalbek,Lebanon,34.0061,36.2086,5339.629052,6732
Palmers Green,United Kingdom,51.6178,-0.1092,5739.770073,6733
Montmorency,France,48.9906,2.3228,5452.174012,6734
Hornsey,United Kingdom,51.587,-0.118,5736.346745,6735
Herndon,United States,38.9699,-77.3867,8920.818768,6736
Maplewood,United States,40.733,-74.2711,8689.630612,6737
Falmouth,United Kingdom,50.15,-5.07,5597.322719,6738
Royton,United Kingdom,53.566,-2.121,5959.616996,6739
Bailey's Crossroads,United States,38.8477,-77.1305,8896.95994,6740
Chiconcuac,Mexico,19.55,-98.9,10939.93735,6741
Falagueira,Portugal,38.759,-9.2199,4411.417801,6742
Sharunah,Egypt,28.5667,30.85,4565.993306,6743
Rockville Centre,United States,40.6644,-73.6383,8635.791114,6744
Linslade,United Kingdom,51.9243,-0.6774,5774.191713,6745
Lop Buri,Thailand,14.8,100.6269,11149.8042,6746
Newquay,United Kingdom,50.412,-5.0757,5626.310753,6747
Gan Yavne,Israel,31.7886,34.7053,5078.50878,6748
Plumstead,United Kingdom,51.49,0.09,5725.556145,6749
Watauga,United States,32.8718,-97.2515,10684.46442,6750
Cotija de la Paz,Mexico,19.81,-102.7047,11335.61144,6751
Carlow,Ireland,52.8306,-6.9317,5909.855488,6752
La Celle-Saint-Cloud,France,48.8411,2.1344,5434.862298,6753
Sao Joao da Madeira,Portugal,40.9,-8.5,4628.178355,6754
Montigny-les-Cormeilles,France,48.9944,2.1958,5452.112193,6755
Suitland,United States,38.8492,-76.9225,8879.155909,6756
Fatick,Senegal,14.3167,-16.4167,2407.653856,6757
Chesham,United Kingdom,51.712,-0.612,5750.522599,6758
Lodi,United States,40.8784,-74.0814,8676.875327,6759
Villa Sarmiento,Argentina,-34.6333,-58.5667,7182.197566,6760
San Fernando,United States,34.2886,-118.4363,12583.96097,6761
Chanthaburi,Thailand,12.6086,102.1039,11320.74807,6762
Peekskill,United States,41.2883,-73.9227,8672.243117,6763
Barras,Brazil,-4.25,-42.3,4722.868325,6764
Terrytown,United States,29.9014,-90.0279,10010.44802,6765
Velizy-Villacoublay,France,48.7834,2.1834,5428.633762,6766
Kedainiai,Lithuania,55.2833,23.9667,6520.591744,6767
Newton in Makerfield,United Kingdom,53.45,-2.633,5948.481372,6768
Vrbas,Serbia,45.5697,19.6378,5421.055385,6769
Neath,United Kingdom,51.66,-3.81,5755.582179,6770
Huskvarna,Sweden,57.7919,14.2756,6549.491516,6771
Atar,Mauritania,20.5167,-13.05,2686.907499,6772
Motul,Mexico,21.1667,-89.4667,9952.458019,6773
Elmwood Park,United States,41.9225,-87.8163,9827.106916,6774
Novo Mesto,Slovenia,45.7981,15.1628,5304.932124,6775
Renfrew,United Kingdom,55.8791,-4.3868,6226.244558,6776
Horwich,United Kingdom,53.592,-2.54,5963.901653,6777
Cottingham,United Kingdom,53.7822,-0.4136,5980.557952,6778
Southgate,United Kingdom,51.6316,-0.1265,5741.307725,6779
Guaranda,Ecuador,-1.6056,-79.0031,8785.418898,6780
Kibaha,Tanzania,-6.7586,38.9289,4383.314201,6781
Tysons,United States,38.9215,-77.2273,8906.415086,6782
Tewkesbury,United Kingdom,51.99,-2.16,5784.685831,6783
Palm Tree,United States,41.3411,-74.1667,8693.357294,6784
Satun,Thailand,6.6147,100.0681,11119.77489,6785
Villeneuve-le-Roi,France,48.7333,2.4167,5423.982944,6786
Phetchaburi,Thailand,13.1119,99.9458,11084.59004,6787
Copiague,United States,40.6728,-73.3932,8615.669692,6788
Oak Ridge,United States,28.4727,-81.4169,9169.501078,6789
Chilly-Mazarin,France,48.7025,2.3125,5420.14379,6790
Ashland,United States,37.6942,-122.1159,12774.03034,6791
West Puente Valley,United States,34.0512,-117.9681,12550.3288,6792
Rosemont,United States,38.5477,-121.3553,12678.01927,6793
Southbourne,United Kingdom,50.722,-1.798,5642.71535,6794
Peterlee,United Kingdom,54.76,-1.33,6090.37764,6795
Kirkstall,United Kingdom,53.816,-1.602,5986.016162,6796
Penzance,United Kingdom,50.119,-5.537,5597.897082,6797
Ogre,Latvia,56.8169,24.6047,6689.325989,6798
Cudahy,United States,33.9631,-118.183,12572.11195,6799
The Crossings,United States,25.6708,-80.4018,9046.660524,6800
Shoreham-by-Sea,United Kingdom,50.834,-0.273,5652.663362,6801
Seaham,United Kingdom,54.84,-1.34,6099.288083,6802
Allschwil,Switzerland,47.5508,7.5358,5337.674465,6803
Coudekerque-Branche,France,51.0253,2.3917,5678.365453,6804
Nkhata Bay,Malawi,-11.6333,34.3,4001.891784,6805
Hialeah Gardens,United States,25.8878,-80.3569,9043.950876,6806
Sukhodilsk,Ukraine,48.35,39.7167,6589.1113,6807
Mantes-la-Ville,France,48.975,1.7117,5448.361711,6808
Carteret,United States,40.5848,-74.2284,8683.109596,6809
Woodlawn,United States,38.7332,-77.1149,8893.816439,6810
Opfikon,Switzerland,47.4331,8.5719,5339.496124,6811
Tena,Ecuador,-0.989,-77.8159,8653.12429,6812
Wasquehal,France,50.6694,3.1308,5642.089153,6813
Peto,Mexico,20.1256,-88.9214,9895.145264,6814
Biddulph,United Kingdom,53.12,-2.17,5910.228742,6815
Killingworth,United Kingdom,55.0318,-1.5557,6121.030808,6816
Loreto,Mexico,26.0128,-111.3433,12130.73231,6817
Naas,Ireland,53.2158,-6.6669,5949.604905,6818
Sacavem,Portugal,38.7944,-9.1053,4412.752094,6819
Jekabpils,Latvia,56.4975,25.8664,6696.286179,6820
Caterham,United Kingdom,51.2803,-0.0816,5702.236993,6821
Yonabaru,Japan,26.1994,127.7547,13713.33791,6822
Nyon,Switzerland,46.382,6.2389,5193.413878,6823
Ciudad Miguel Aleman,Mexico,26.4003,-99.0253,10905.94219,6824
Bellshill,United Kingdom,55.8165,-4.0262,6217.31819,6825
Worcester Park,United Kingdom,51.3752,-0.239,5712.828726,6826
Maywood,United States,41.8798,-87.8442,9829.295188,6827
Davyhulme,United Kingdom,53.4559,-2.3683,5948.185057,6828
Fleury-les-Aubrais,France,47.9512,1.8745,5335.119224,6829
Hidalgotitlan,Mexico,17.7833,-94.6333,10498.30158,6830
Winter Gardens,United States,32.8376,-116.9268,12494.58669,6831
Le Mee-sur-Seine,France,48.5333,2.6289,5402.695691,6832
Acheres,France,48.9602,2.0684,5447.85559,6833
Kilkenny,Ireland,52.6477,-7.2561,5893.135763,6834
Alloa,United Kingdom,56.116,-3.793,6249.316185,6835
Aarau,Switzerland,47.3923,8.0446,5327.326449,6836
West Rancho Dominguez,United States,33.9057,-118.2682,12581.47364,6837
Blue Island,United States,41.6578,-87.6812,9815.139127,6838
Lamu,Kenya,-2.2686,40.9003,4553.765185,6839
Bilasuvar,Azerbaijan,39.4481,48.5428,6588.809944,6840
Kayanza,Burundi,-2.9221,29.6293,3309.234594,6841
Sibiti,Congo (Brazzaville),-3.6833,13.35,1538.959341,6842
Llandudno,United Kingdom,53.325,-3.826,5940.164724,6843
Madingou,Congo (Brazzaville),-4.1536,13.55,1574.657447,6844
Bathgate,United Kingdom,55.9024,-3.6431,6224.908955,6845
Mzimba,Malawi,-11.9,33.6,3937.560375,6846
Sibut,Central African Republic,5.7378,19.0867,2212.78956,6847
Rothwell,United Kingdom,53.7485,-1.478,5978.243179,6848
Goodmayes,United Kingdom,51.5584,0.1119,5733.165432,6849
